id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
124305013,Kia Morning 2022  - 40000 km,Kia,Morning,2022,350000000,40000,Xăng,Tự động,1,Việt Nam,Sedan,4,Đã sử dụng,"Xã Phương Hải, Huyện Ninh Hải, Ninh Thuận",Đăng 1 tháng trước,2025-05-18 15:33:07,> 1 tấn,> 2 tấn
123967039,Toyota Corolla Altis 2008 1.8G MT - 160000 km,Toyota,Corolla Altis,2008,185000000,160000,Xăng,Số sàn,,Việt Nam,Sedan,5,Đã sử dụng,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 1 phút trước,2025-05-18 15:33:09,> 1 tấn,> 2 tấn
124676320,Honda Civic 2008 2.0 AT,Honda,Civic,2008,220000000,230000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Đăng 5 phút trước,2025-05-18 15:33:10,> 1 tấn,> 2 tấn
121894884,CHEVROLET CRUZE 2015 MT dk 2016 mẫu mới,Chevrolet,Cruze,2015,240000000,10000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Hội Phú, Thành phố Pleiku, Gia Lai",Đăng 6 phút trước,2025-05-18 15:33:11,> 1 tấn,> 2 tấn
124536719,Mazda 3 2020 Sport1.5L Premium,Mazda,3,2020,508000000,91000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 24 ngày trước,2025-05-18 15:33:13,> 1 tấn,> 2 tấn
124698013,🚩FORTUNER LEGENDER MÁY DẦU♥️GIẢM TRỰC TIẾP 40TRIỆU,Toyota,Fortuner,2025,1185000000,,Dầu,Tự động,,Việt Nam,SUV / Cross over,7,Mới,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 16 ngày trước,2025-05-18 15:33:14,,
119852295,Honda CRV L Sensing 2020 Xanh 1 Chủ Từ Đầu,Honda,CR V,2020,795000000,85000,Dầu,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 6 phút trước,2025-05-18 15:33:16,> 1 tấn,> 2 tấn
124195507,Toyota Corolla Altis 2009 - nhập 1.6 AT,Toyota,Corolla Altis,2009,289000000,70000,Xăng,Tự động,1,Nước khác,Sedan,5,Đã sử dụng,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 15:33:17,> 1 tấn,> 2 tấn
124714636,Nissan Navara 2022 Pro-4X 2.3 AT 4WD - 37000 km,Nissan,Navara,2022,765000000,37000,Dầu,Tự động,1,Thái Lan,Pick-up (bán tải),5,Đã sử dụng,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 5 phút trước,2025-05-18 15:33:18,> 1 tấn,> 2 tấn
124836691,"Mazda 3 2020 1.5L Luxury, chính chủ  - 55000 km",Mazda,3,2020,500500500,55000,Xăng,Tự động,1,Đang cập nhật,Sedan,5,Đã sử dụng,"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Đăng 7 phút trước,2025-05-18 15:33:20,> 1 tấn,> 2 tấn
124959185,Mazda 3 2016 1.5 AT Hatchback -  1 chủ từ mới,Mazda,3,2015,358000000,130000,Xăng,Tự động,1,Việt Nam,Hatchback,5,Đã sử dụng,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 8 phút trước,2025-05-18 15:33:21,> 1 tấn,> 2 tấn
124997698,VinFast Lux SA2.0 2021 2.0 AT,VinFast,Lux SA2.0,2021,670000000,70000,Xăng,Tự động,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Đăng 2 phút trước,2025-05-18 15:33:22,> 1 tấn,> 2 tấn
105819944,"VINFAST VF5 ƯU ĐÃI GIÁ,CHI PHÍ 95TR, GIAO XE NGAY",VinFast,VF5,2025,521000000,,Điện,Tự động,,Việt Nam,Hatchback,5,Mới,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 12 ngày trước,2025-05-18 15:33:23,,
125037266,Honda CR V 2021 1.5L - 24000 km,Honda,CR V,2021,885000000,24000,Xăng,Tự động,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 3 phút trước,2025-05-18 15:33:25,> 1 tấn,> 2 tấn
123722954,Ford Ranger XLS 2.2AT 4x2. Xe 1 Chủ. Full LS hãng,Ford,Ranger,2019,509000000,98000,Dầu,Số sàn,1,Trung Quốc,Pick-up (bán tải),5,Đã sử dụng,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 15:33:27,> 1 tấn,> 2 tấn
125067051,Xe camry cực ngon bao chạy bắc nam,Toyota,Camry,1988,52000000,22222,Xăng,Số sàn,,Đang cập nhật,Sedan,5,Đã sử dụng,"Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",Đăng 1 phút trước,2025-05-18 15:33:28,> 1 tấn,> 2 tấn
124401917,VinFast VF9 2023 Plus - 13000 km Pin tiên phong,VinFast,VF9,2023,1080000000,13000,Điện,Tự động,1,Việt Nam,SUV / Cross over,6,Đã sử dụng,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 1 tháng trước,2025-05-18 15:33:29,> 1 tấn,> 2 tấn
124819641,Hyundai SantaFe SLX máy dầu bản full zin 100%,Hyundai,Santa Fe,2010,345000000,120000,Dầu,Tự động,,Hàn Quốc,SUV / Cross over,5,Đã sử dụng,"Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Đăng 10 ngày trước,2025-05-18 15:33:31,> 1 tấn,> 2 tấn
125023593,Mercedes E200 2021 - Xe còn rất mới như xe lướt,Mercedes Benz,EQE SUV,2021,1650000000,45000,Xăng,Tự động,1,Đức,Sedan,,Đã sử dụng,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước,2025-05-18 15:33:35,> 1 tấn,> 2 tấn
125067090,Hyundai Accent 2018 1.4 AT - 100000 km,Hyundai,Accent,2018,350000000,100000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Đăng 1 phút trước,2025-05-18 15:33:36,> 1 tấn,> 2 tấn
125067049,2020 1.5L Luxury - 32120 km,Mazda,3,2020,525000000,32120,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đăng 1 phút trước,2025-05-18 15:33:37,> 1 tấn,> 2 tấn
125031203,Mercedes Benz S Class model 2018 S450L - 70000 km,Mercedes Benz,S Class,2018,1800000000,70000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đăng 2 ngày trước,2025-05-18 15:33:38,> 1 tấn,> 2 tấn
