id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
124242709,Hyundai Sonata 2010 - 112000 km,Hyundai,Sonata,2010,288000000,112000,Xăng,Tự động,,Hàn Quốc,--,,Đã sử dụng,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đăng 1 tháng trước,2025-05-18 21:51:01,> 1 tấn,> 2 tấn
122179321,Mitsubishi Pajero V93 giá 155tr,Mitsubishi,Pajero,2007,155000000,,Xăng,Số sàn,,Nhật Bản,SUV / Cross over,7,Mới,"Phường Thành Công, Thành phố Buôn Ma Thuột, Đắk Lắk",Đăng 4 tháng trước,2025-05-18 21:51:02,,
125073152,BMW 330i Msport LCI sản xuất 2024 - 4999 km,BMW,3 Series,2024,1869000000,4999,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 9 phút trước,2025-05-18 21:51:03,> 1 tấn,> 2 tấn
125073060,Hyundai Santa Fe 2022 2.5 Xăng Đặc Biệt  - 33000 k,Hyundai,Santa Fe,2022,979000000,33000,Xăng,Tự động,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 17 phút trước,2025-05-18 21:51:04,> 1 tấn,> 2 tấn
125028009,"CIVIC G 2019 CỰC MỚI, ODO: 30.000KM,NHIỀU PHỤ KIỆN",Honda,Civic,2019,575000000,30000,Xăng,Tự động,1,Thái Lan,Sedan,5,Đã sử dụng,"Phường 12, Quận 10, Tp Hồ Chí Minh",Đăng 2 ngày trước,2025-05-18 21:51:06,> 1 tấn,> 2 tấn
125073140,Ford Ranger 2022 Raptor 2.0L 4x4 AT - 28000 km,Ford,Ranger,2022,959000000,28000,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 10 phút trước,2025-05-18 21:51:07,> 1 tấn,> 2 tấn
124658726,Honda Odyssey 2016 2.4 CVT - Model 2017,Honda,Odyssey,2016,749000000,60000,Xăng,Tự động,1,Nước khác,Minivan (MPV),8,Đã sử dụng,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 13 phút trước,2025-05-18 21:51:08,> 1 tấn,> 2 tấn
125073135,Ford Ranger Wildtrak 2019 bảo hành 2026 vay70%,Ford,Ranger,2019,630000000,91000,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5,Đã sử dụng,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 10 phút trước,2025-05-18 21:51:09,> 1 tấn,> 2 tấn
125073085,gia đình cần bán xe ford transit 16c 8/2017,Ford,Dòng khác,2017,420000000,270000,Dầu,Số sàn,1,Việt Nam,--,,Đã sử dụng,"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Đăng 14 phút trước,2025-05-18 21:51:10,> 1 tấn,> 2 tấn
123198175,Hyundai Elantra 2017 2.0 AT - chính chủ bán,Hyundai,Elantra,2017,385000000,97000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường 5, Thành phố Cà Mau, Cà Mau",Đăng 10 phút trước,2025-05-18 21:51:11,> 1 tấn,> 2 tấn
117824005,"Mazda 6/2.5L,Premium,màu trắng,SX:2018.",Mazda,6,2018,528000000,58500,Xăng,Tự động,,Đang cập nhật,Sedan,5,Đã sử dụng,"Phường Bồ Đề, Quận Long Biên, Hà Nội",Đăng 15 phút trước,2025-05-18 21:51:12,> 1 tấn,> 2 tấn
124855445,Kia Sonet 2024  - 15000 km,Kia,Sonet,2024,595000000,15000,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đăng 9 ngày trước,2025-05-18 21:51:13,> 1 tấn,> 2 tấn
124841355,Audi A1 2010 - 60000 km,Audi,A1,2010,310000000,60000,Xăng,Tự động,,Đức,Hatchback,5,Đã sử dụng,"Phường 9, Quận 11, Tp Hồ Chí Minh",Đăng 3 phút trước,2025-05-18 21:51:15,> 1 tấn,> 2 tấn
125073226,"Chevrolet Spark 2017 màu trắng, máy 1.2, 5 chỗ.",Chevrolet,Spark,2017,175000000,1,Xăng,Số sàn,1,Việt Nam,Hatchback,5,Đã sử dụng,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Đăng 4 phút trước,2025-05-18 21:51:16,> 1 tấn,> 2 tấn
125073105,Honda Accord 2021 VTEC Turbo - 59000 km,Honda,Accord,2021,789000000,59000,Xăng,Tự động,,Đang cập nhật,Sedan,,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 13 phút trước,2025-05-18 21:51:17,> 1 tấn,> 2 tấn
124993389,Mazda CX 8 2022 2.5 Premium AWD - 44000 km,Mazda,CX 8,2022,875000000,44000,Xăng,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 3 ngày trước,2025-05-18 21:51:19,> 1 tấn,> 2 tấn
123343702,[SỐC] ATTRAGE MT 2025 LĂN BÁNH RẺ HƠN GIÁ NIÊM YẾT,Mitsubishi,Attrage,2025,334000000,,Xăng,Số sàn,,Thái Lan,Sedan,5,Mới,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 5 ngày trước,2025-05-18 21:51:21,,
124846587,Honda CR V 2023 L - 37000 km -Mới 98% - BS Sài Gòn,Honda,CR V,2023,939000000,37000,Xăng,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường 10, Quận 10, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-05-18 21:51:22,> 1 tấn,> 2 tấn
124251866,Kia Cerato 2019 2.0 AT Premium - màu trắng,Kia,Cerato,2019,485000000,55000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Việt Hưng, Quận Long Biên, Hà Nội",Đăng 1 tháng trước,2025-05-18 21:51:24,> 1 tấn,> 2 tấn
125007040,Mitsubishi Xpander 2024 1.5 MT,Mitsubishi,Xpander,2024,560000000,,Xăng,Số sàn,,Nhật Bản,Minivan (MPV),7,Mới,"Xã Vĩnh Thạnh, Thành phố Nha Trang, Khánh Hòa",Đăng 6 phút trước,2025-05-18 21:51:25,,
