id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
122522231,Mercedes Benz E200 exclusive model 2020. Màu Trắng,Mercedes Benz,E Class,2020,1059000000,75000,Xăng,Tự động,1,Đang cập nhật,Sedan,5,Đã sử dụng,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 22:38:12,> 1 tấn,> 2 tấn
122553937,"ĐỈNH CAO SỰ ""NỖI BẬT"" 42TR NHẬN VF3 ""NGAY TAY""",VinFast,VF3,2025,286500000,,Điện,Tự động,,Việt Nam,SUV / Cross over,5,Mới,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 22:38:13,,
124840832,Cadillac SRX 2015 - 80000 km,Cadillac,SRX,2015,399000000,80000,Xăng,Tự động,,Mỹ,SUV / Cross over,5,Đã sử dụng,"Phường 9, Quận 11, Tp Hồ Chí Minh",Đăng 20 phút trước,2025-05-18 22:38:14,> 1 tấn,> 2 tấn
122269874,✅ BMW 320i LCi 2016 siêu mới - tư nhân chính chủ,BMW,3 Series,2016,609000000,50000,Xăng,Tự động,1,Đang cập nhật,Sedan,4,Đã sử dụng,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đăng 2 tháng trước,2025-05-18 22:38:15,> 1 tấn,> 2 tấn
124988750,VinFast Lux A Premium 2021,VinFast,Lux A2.0,2021,595000000,62000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 4 ngày trước,2025-05-18 22:38:20,> 1 tấn,> 2 tấn
125073594,Mercedes Benz GLC 2016 300 4Matic - 81000 km,Mercedes Benz,GLC,2016,900000000,81000,Xăng,Tự động,1,Đức,--,5,Đã sử dụng,"Phường 4, Thành phố Cao Lãnh, Đồng Tháp",Đăng 24 phút trước,2025-05-18 22:38:22,> 1 tấn,> 2 tấn
123398302,VF8 LUX LÁI ĐẲNG CẤP-KHÁC BIỆT-GẦN 500 Kilomet/SAC,VinFast,VF8,2025,966000000,,Điện,Tự động,,Việt Nam,SUV / Cross over,5,Mới,"Phường Vĩnh Lạc, Thành phố Rạch Giá, Kiên Giang",Đăng 5 phút trước,2025-05-18 22:38:23,,
125004454,Daewoo Magnus AT tự động_mới đăng kiểm mới,Daewoo,Magnus,2004,66000000,95000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 11 phút trước,2025-05-18 22:38:25,> 1 tấn,> 2 tấn
124906001,"Herio Green 2025 ĐK PLF 90%, thưởng đến 11Tr",VinFast,Herio Green,2025,100000000,,Điện,Tự động,,Việt Nam,Hatchback,5,Mới,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 7 ngày trước,2025-05-18 22:38:26,,
124001500,Mitsubishi Xpander 2021 1.5 AT  - 104000 km,Mitsubishi,Xpander,2021,465000000,104000,Xăng,Tự động,1,Thái Lan,SUV / Cross over,,Đã sử dụng,"Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Đăng 2 tháng trước,2025-05-18 22:38:27,> 1 tấn,> 2 tấn
